(सामान्य हिन्दी सुनील सर) Part-1 || व्याकरण || 02-September : https://apps-s3-jw-prod.utkarshapp.com/admin_v1/file_library/videos/enc_plain_mp4/1452704/plain/720x1280.mp4
(Mathematics By Kishor Sir) Part-2 || ज्यामिति || 02-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/3317338549302340_PDF.pdf
(Mathematics By Kishor Sir) Part-3 || ज्यामिति || 03-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/172773373745726140_PDF.pdf
(Mathematics By Kishor Sir) Part-4 || ज्यामिति || 03-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/720701322719532300_PDF.pdf
(Mathematics By Kishor Sir) Part-5 || ज्यामिति || 04-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/844966212302031900_PDF.pdf
(Mathematics By Kishor Sir) Part-6 || ज्यामिति || 04-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/681050265523958100_PDF.pdf
(Mathematics By Kishor Sir) Part-7 || ज्यामिति || 05-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/806087294451986700_PDF.pdf
(Mathematics By Kishor Sir) Part-8 || ज्यामिति || 05-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/717039952341258100_PDF.pdf
(Mathematics By Kishor Sir) Part-9 || ज्यामिति || 06-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/506771714902174460_PDF.pdf
(Mathematics By Kishor Sir) Part-1 || क्षेत्रमिति (3D) || 06-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/204381411329113180_PDF.pdf
(Mathematics By Kishor Sir) Part-2 || क्षेत्रमिति (3D) || 09-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/662203293383638300_PDF.pdf
(Mathematics By Kishor Sir) Part-3 || क्षेत्रमिति (3D) || 09-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/605084894471567000_PDF.pdf
(General English By Vikas Sir) Practice Set || One Word Substitution : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/200469051778008450_PDF.pdf
(General English By Vikas Sir) Practice Set || Paronyms and Homonyms : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/736204053482255400_PDF.pdf
(General English By Vikas Sir) Practice Set || Synonyms and Antonyms : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/776416912946740100_PDF.pdf
(General English By Vikas Sir) Letter Writing : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/714895791299835800_PDF.pdf
(General English By Vikas Sir) Passage : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/284770210820363650_PDF.pdf
(General English By Vikas Sir) Part-1 || Syllabus Discussions || 10-October : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/164978722562269700_PDF.pdf
(General English By Vikas Sir) Part-1 || Sentence || 11-October : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/112153458714385200_PDF.pdf
(General English By Vikas Sir) Part-2 || Sentence || 12-October : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/874970383808597600_PDF.pdf
(General English By Vikas Sir) Part-1 || Verb || 13-October : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/184265589902277950_PDF.pdf
(General English By Vikas Sir) Part-2 || Verb || 14-October : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/206572205463804540_PDF.pdf
(General English By Vikas Sir) Part-3 || Verb || 15-October : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/123400549514064110_PDF.pdf
(General English By Vikas Sir) Part-1 || Modals || 16-October : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/78717956115536240_PDF.pdf
(General English By Vikas Sir) Part-1 || Subject Verb Agreement || 17-October : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/893696387492484200_PDF.pdf
(General English By Vikas Sir) Part-2 || Subject Verb Agreement || 18-October : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/759803559227997300_PDF.pdf
(General English By Vikas Sir) Part-3 || Subject Verb Agreement || 19-October : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/365570687480324100_PDF.pdf
(General English By Vikas Sir) Part-1 || Noun || 20-October : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/454263961383798140_PDF.pdf
(General English By Vikas Sir) Part-2 || Noun || 21-October : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/51060135865304776_PDF.pdf
(General English By Vikas Sir) Part-3 || Noun || 29-October : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/355481222751802700_PDF.pdf
(General English By Vikas Sir) Part-4 || Noun || 30-October : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/418993247958219840_PDF.pdf
(General English By Vikas Sir) Part-1 || Pronoun|| 31-October : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/257464187244369470_PDF.pdf
(General English By Vikas Sir) Part-2 || Pronoun||01-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/439764837038115300_PDF.pdf
(General English By Vikas Sir) Part-3 || Pronoun || 02-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/238874270882917470_PDF.pdf
(General English By Vikas Sir) Part-4 || Pronoun || 03-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/438461320430689340_PDF.pdf
(General English By Vikas Sir) Part-1 || ARTICLE || 04-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/721056016413150500_PDF.pdf
(General English By Vikas Sir) Part-2 || ARTICLE || 05-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/735732039894611200_PDF.pdf
(General English By Vikas Sir) Part-1 || Tense || 06-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/438119443632602940_PDF.pdf
(General English By Vikas Sir) Part-2 || Tense || 07-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/492666907097620160_PDF.pdf
(General English By Vikas Sir) Part-3 || Tense || 08-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/127352329257837970_PDF.pdf
(General English By Vikas Sir) Part-4 || Tense || 12-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/608743598487423400_PDF.pdf
(General English By Vikas Sir) Part-5 || Tense & VOICE || 14-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/194563691511100400_PDF.pdf
(General English By Vikas Sir) Part-1 || VOICE || 15-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/218098987886456400_PDF.pdf
(General English By Vikas Sir) Part-2 || VOICE || 16-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/530554063411684500_PDF.pdf
(General English By Vikas Sir) Part-1 || Narration || 17-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/854544882434605200_PDF.pdf
(General English By Vikas Sir) Part-2 || Narration || 18-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/24115759839593950_PDF.pdf
(General English By Vikas Sir) Part-3 || Narration || 19-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/380734066946574700_PDF.pdf
(General English By Vikas Sir) Part-1 || Preposition || 20-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/527105208311154240_PDF.pdf
(General English By Vikas Sir) Part-2 || Preposition || 21-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/477709862926343700_PDF.pdf
(General English By Vikas Sir) Part-1 || ADJECTIVE & DETERMINERS || 22-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/343134387602511800_PDF.pdf
(General English By Vikas Sir) Part-2 || ADJECTIVE & DETERMINERS || 23-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/570534335362522050_PDF.pdf
(General English By Vikas Sir) Part-3 || ADJECTIVE & DETERMINERS || 24-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/574821529303996400_PDF.pdf
(General English By Vikas Sir) Part-1 || Adverb || 25-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/465620648189013500_PDF.pdf
(General English By Vikas Sir) Part-1 || CONJUNCTION || 26-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/127888313629662530_PDF.pdf
(General English By Vikas Sir) Part-2 || CONJUNCTION || 28-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/62609608209265840_PDF.pdf
(General English By Vikas Sir) Part-3 || CONJUNCTION || 29-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/668675391398911900_PDF.pdf
(General English By Vikas Sir) Part-1 || TRANS FORMATION & QUESTION TAG | 30-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/177023897986017380_PDF.pdf
(General English By Vikas Sir) Part-2 || TRANS FORMATION & QUESTION TAG | 01-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/352407615861691200_PDF.pdf
(General English By Vikas Sir) Part-1 || Letter-Writing || 08-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/35718363021546010_PDF.pdf
(General English By Vikas Sir) Part-2 || Letter-Writing || 09-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/63257604758715250_PDF.pdf
(General English By Vikas Sir) Part-1 || Letter-Writing || 10-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/850445997626657200_PDF.pdf
(Previous Year Question Papers) Previous Year Paper || 12-08-2018 : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/349701435647994700_PDF.pdf
(Daily Practice Paper (DPP)) DPP || राजस्थान का भूगोल व अर्थव्यवस्था : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/538315372527706940_PDF.pdf
(Daily Practice Paper (DPP)) DPP || English : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/873402287465918700_PDF.pdf
(Daily Practice Paper (DPP)) राजस्थान कला एवं संस्कृति || DPP : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/3389550455648082_PDF.pdf
(Daily Practice Paper (DPP)) Mathematics || DPP(NEW Booklet) : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/154480286879836320_PDF.pdf
(Daily Practice Paper (DPP)) हिन्दी || DPP : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/12330668748670482_PDF.pdf
(Daily Practice Paper (DPP)) दैनिक विज्ञान || DPP : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/585009350474161400_PDF.pdf
(Daily Practice Paper (DPP)) राजस्थान का इतिहास || DPP : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/734011211860422100_PDF.pdf
(Daily Practice Paper (DPP)) भारत का भूगोल || नोट्स व DPP : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/790569180264058400_PDF.pdf
(Course Information and Syllabus) अधिसूचना || CET : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/585459060837378000_PDF.pdf
(Course Information and Syllabus) Syllabus || PDF : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/583598651513171700_PDF.pdf
(कम्प्यूटर - दीपराज सर) Practice Set || Computer : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/40746879063896620_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-1 || कम्प्यूटर का परिचय || 28-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/114824311940458500_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-2 || कम्प्यूटर का परिचय || 28-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/878187561445838000_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-3 || कम्प्यूटर का परिचय || 29-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/813520151501632900_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-1 || कंप्यूटर का इतिहास || 29-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/709034344995188600_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-2 || कंप्यूटर का इतिहास || 30-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/177199443946171000_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-3 || कंप्यूटर का इतिहास || 30-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/362801421540890700_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-1 || Hardware || 31-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/189233487137312000_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-2 || Hardware || 31-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/327600306841735300_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-3 || Hardware || 02-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/1460085428345570_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-4 || Hardware || 02-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/850245879156716200_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-5 || Hardware || 03-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/407335473366772200_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-6 || Hardware || 03-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/84548144347147380_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-7 || Hardware || 04-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/150951372094289470_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-8 || Hardware || 04-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/749330735652486300_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-9 || Hardware || 05-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/499964483669702300_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-10 || Hardware || 05-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/632288401379840500_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-1 || Software || 06-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/462729521187003400_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-2 || Software || 06-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/168285437226077280_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-1 || MS Office || 10-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/678282456955850600_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-2 || MS Office || 10-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/398013599331151900_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-3 || MS Office || 11-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/497202306765274240_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-4 || MS Office || 11-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/566660735312479170_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-5 || MS Office || 12-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/413422700113015740_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-6 || MS Office || 12-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/401265793940699650_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-7 || MS Office || 13-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/675702108086111900_PDF.pdf
(कम्प्यूटर - दीपराज सर) Part-8 || MS Office || 13-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/227548352975105440_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || ऊर्जा संसाधन : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/542940377845819800_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान में वन एवं प्रकृतिक वनस्पति : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/535623344741548860_PDF.pdf
(राजस्थान का भूगोल - नरेंद्र चौधरी सर) Part-1 || राजस्थान के उद्योग, खनिज संसाधन और पर्यटन : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/533584497353614100_PDF.pdf
(Economic Review (आर्थिक समीक्षा एवं बजट)) आर्थिक समीक्षा 2022-23 (वृहद् आर्थिक प्रवृतियों का परिदृश्य) : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/57552644654035690_PDF.pdf
(Economic Review (आर्थिक समीक्षा एवं बजट)) आर्थिक समीक्षा 2022-23 (वृहद् आर्थिक प्रवृतियों का परिदृश्य) : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/153714176334552770_PDF.pdf
(Economic Review (आर्थिक समीक्षा एवं बजट)) Rajasthan Budget 2023 संपूर्ण बजट विश्लेषण आसान भाषा में : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/330456723392393000_PDF.pdf
(Economic Review (आर्थिक समीक्षा एवं बजट)) Rajasthan Budget 2023 संपूर्ण बजट विश्लेषण आसान भाषा में(राजस्थान बजट 2023-24) : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/588128328252106100_PDF.pdf
(राजस्थान कला एवं संस्कृति - महेंद्र चौधरी सर) Part-1 || हस्तकला : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/491345743408407300_PDF.pdf
(राजस्थान कला एवं संस्कृति - महेंद्र चौधरी सर) Part-02 || हस्तकला : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/6011587108912697_PDF.pdf
(राजस्थान कला एवं संस्कृति - महेंद्र चौधरी सर) Part-3 || हस्तकला : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/251326823299867870_PDF.pdf
(राजस्थान कला एवं संस्कृति - महेंद्र चौधरी सर) Part-4 || हस्तकला : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/386052455950515260_PDF.pdf
(राजस्थान कला एवं संस्कृति - महेंद्र चौधरी सर) Part-5 || हस्तकला : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/604823022207212500_PDF.pdf
(Mathematics By Kishor Sir) महत्वपूर्ण प्रश्नोत्तरी : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/653500684974179200_PDF.pdf
(Mathematics By Kishor Sir) Part-1 || महत्वपूर्ण प्रश्नोत्तरी || 12-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/12222501338088976_PDF.pdf
(Mathematics By Kishor Sir) Part-2 || महत्वपूर्ण प्रश्नोत्तरी || 12-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/375039792021093600_PDF.pdf
(Mathematics By Kishor Sir) Part-3 || महत्वपूर्ण प्रश्नोत्तरी || 12-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/542745006263581300_PDF.pdf
(Mathematics By Kishor Sir) Part-4 || महत्वपूर्ण प्रश्नोत्तरी || 30-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/510163873577740400_PDF.pdf
(Mathematics By Kishor Sir) Part-5 || महत्वपूर्ण प्रश्नोत्तरी || 30-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/898500823844435500_PDF.pdf
(राजस्थान नवीन जिले) नवीन जिलों संबन्धित परिचर्चा || 11 February : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/729708245668926800_video_2451536.pdf
(सामान्य विज्ञान - यतेंद्र सर) भारत में स्थित अन्तरिक्ष प्रक्षेपण केन्द्र : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/641923770120426000_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-1 || भौतिक एवं रासायनिक परिवर्तन || 22-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/601988283246906600_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-2 || भौतिक एवं रासायनिक परिवर्तन || 23-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/63520203944644040_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-1 || रासायनिक अभिक्रिया एवं उत्प्रेरक || 24-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/273714495677235650_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-2 || रासायनिक अभिक्रिया एवं उत्प्रेरक || 25-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/809490420013865500_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-3 || रासायनिक अभिक्रिया एवं उत्प्रेरक || 26-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/457975374623762100_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-4 || रासायनिक अभिक्रिया एवं उत्प्रेरक || 27-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/506466519420522430_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-1 || अम्ल एवं क्षार  || 28-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/183617750153309340_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-2 || अम्ल एवं क्षार  || 29-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/278344449489221200_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-1 || धातु,अधातु तथा इसके यौगिक || 30-November : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/850345457989163400_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-2 || धातु,अधातु तथा इसके यौगिक || 01-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/30508504505202040_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-3 || धातु,अधातु तथा इसके यौगिक || 03-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/889978589121597800_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-4 || धातु,अधातु तथा इसके यौगिक || 04-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/753949629918982100_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-1 || कार्बन एवं इसके विभिन्न रूप || 05-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/792460199921508600_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-2 || कार्बन एवं इसके विभिन्न रूप || 06-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/504323176262985340_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-3 || कार्बन एवं इसके विभिन्न रूप || 07-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/381017494098836160_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-4 || कार्बन एवं इसके विभिन्न रूप || 09-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/802018342923867500_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-5 || कार्बन एवं इसके विभिन्न रूप || 10-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/117812815047681380_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-6 || कार्बन एवं इसके विभिन्न रूप || 11-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/598537613113778600_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-1 || प्रकाश  || 12-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/156915640112568350_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-2 || प्रकाश  || 13-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/198789930942622340_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-3 || प्रकाश  || 17-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/401309151573142000_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-4 || प्रकाश  || 18-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/630280966946793200_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-5 || प्रकाश  || 19-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/276457473392071900_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-1 || प्रकाश & सूचना प्रौद्योगिकी  || 20-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/501652200046037570_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-2 || सूचना प्रौद्योगिकी || 21-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/397123536679207800_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-3 || सूचना प्रौद्योगिकी || 22-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/703502388322780400_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-1 || अंतरिक्ष प्रौद्योगिकी || 23-December : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/627617989556887400_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-2 || अंतरिक्ष प्रौद्योगिकी || 18-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/539720762526869700_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-3 || अंतरिक्ष प्रौद्योगिकी || 19-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/582931788737607000_PDF.pdf
(सामान्य विज्ञान - यतेंद्र सर) Part-4 || अंतरिक्ष प्रौद्योगिकी || 20-January : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/794654485033769100_PDF.pdf
(General English By Vikas Sir) Articles : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/788104849473297300_PDF.pdf
(General English By Vikas Sir) Idioms and Phrases : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/113355901707703100_PDF.pdf
(General English By Vikas Sir) Tense : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/761946763365585500_PDF.pdf
(General English By Vikas Sir) Tense 30-12-2022 : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/135684724332413460_PDF.pdf
(General English By Vikas Sir) IDIOMS AND PHRASES -02 : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/719377575113102000_PDF.pdf
(General English By Vikas Sir) Voice : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/705060815557737100_PDF.pdf
(General English By Vikas Sir) One Word Substitution : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/333282661738569660_PDF.pdf
(General English By Vikas Sir) Tense : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/677837692807630500_PDF.pdf
(General English By Vikas Sir) Narration : https://apps-s3-prod.utkarshapp.com/admin_v1/file_manager/pdf/123635481817604420_PDF.pdf
