[Batch Thumbnail] Batch Thumbnail : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/batch/68c289fb7d411_dsssb_prt_icon.png
[Intro] DSSSB 2025 (PRT) | New Batch Introduction | By Uday Sir | Careerwill App : https://www.youtube.com/embed/lpzFg-65eRE
[Intro] DSSSB TGT SPECIAL BATCH INTRODUCTION BY UDAY SIR | CAREERWILL APP : https://www.youtube.com/embed/vUN2PvPTGSE
[Intro] New Offline Teaching Batch Announcement || By Himanshi Maam || Careerwill Offline : https://www.youtube.com/embed/rqdWo9t1NrM
[Maths] Class-01 | Maths | Introduction : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/channel_vod_non_drm_hls/4549361/175792013840184120866/175792013840184120866_4120866.m3u8
[CDP (VOD)] CDP | Class-76 | NCF- 2005 : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6311641091112/6311641091112.m3u8
[CDP (VOD)] CDP | Class-77 | NCF- 2005 : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6311695956112/6311695956112.m3u8
[CDP (VOD)] Class-78 | CDP | Doubt Class-01 : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6337211783112/6337211783112.m3u8
[CDP (VOD)] CDP | Class-79 | National Education Policy 2020 (NEP) : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6311038341112/6311038341112.m3u8
[CDP (VOD)] CDP | Class-80 | CCE (Meaning of Assessment) : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6311744403112/6311744403112.m3u8
[CDP (VOD)] CDP | Class-81 | CCE (Assessment) : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6311906833112/6311906833112.m3u8
[CDP (VOD)] CDP | Class-82 | CCE (Test for Assessment) : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6311944351112/6311944351112.m3u8
[CDP (VOD)] CDP | Class-83 | CCE (Techniques for Assessment) : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6312088931112/6312088931112.m3u8
[CDP (VOD)] CDP | Class-84 | CCE (Techniques for Assessment) : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6312088423112/6312088423112.m3u8
[CDP (VOD)] CDP | Class-85 | Personality Class-1 : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6306841422112/6306841422112.m3u8
[CDP (VOD)] CDP | Class-86 | Personality Class-2 : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6307006431112/6307006431112.m3u8
[CDP (VOD)] CDP | Class-87 | Personality Class-3 : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6307365285112/6307365285112.m3u8
[CDP (VOD)] CDP | Class-88 | Personality Class-4 : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6307410305112/6307410305112.m3u8
[CDP (VOD)] CDP | Class-89 | Personality Class-5 : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6307457385112/6307457385112.m3u8
[CDP (VOD)] CDP | Class-90 | Personality Class-6 : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6307579193112/6307579193112.m3u8
[CDP (VOD)] CDP | Class-91 | Personality Class-7 : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6307686448112/6307686448112.m3u8
[CDP (VOD)] CDP | Class-92 | Personality Class-8 : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6307726877112/6307726877112.m3u8
[CDP (VOD)] CDP | Class-93 | Piaget Moral Development : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6302418704001/6302418704001.m3u8
[CDP (VOD)] CDP | Class-94 | Learning and learning curve | : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6302555969001/6302555969001.m3u8
[CDP (VOD)] CDP | Class-95 | Learning and learning curve | : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6302950259001/6302950259001.m3u8
[CDP (VOD)] CDP | Class-96 | Retroactive Transfer | : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6303068211001/6303068211001.m3u8
[CDP (VOD)] CDP | Class-97 | Determinants of classical conditioning | : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6303206550001/6303206550001.m3u8
[CDP (VOD)] CDP | Class-98 | Operant conditioning : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6303339596001/6303339596001.m3u8
[CDP (VOD)] CDP | Class-99  | Trail & error  learning | : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6303697076001/6303697076001.m3u8
[CDP (VOD)] CDP | Class-100 | Gagne's hierarchy of learning | : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6303916874001/6303916874001.m3u8
[CDP (VOD)] CDP | Class-101 | Bandura's Observational Learning : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6345812151112/6345812151112.m3u8
[CDP (VOD)] CDP | Class-102 | Kohler's Insightful Learning : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6304290443001/6304290443001.m3u8
[CDP (VOD)] CDP | Class-103 | Field Theory & Drive Reduction Theory : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6304389832001/6304389832001.m3u8
[CDP (VOD)] CDP | Class-104 | Tolman & Guthrie : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6305154561001/6305154561001.m3u8
[CDP (VOD)] CDP | Class-105 | Creativity : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6306389047112/6306389047112.m3u8
[CDP (VOD)] CDP | Class-106 | Process Of Creativity : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6306461203112/6306461203112.m3u8
[CDP (VOD)] CDP | Class-107  | 4Ps Of Creativity & 6 Thinking Hats : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6314783216112/6314783216112.m3u8
[CDP (VOD)] CDP | Class-108 | 4Ps Of Creativity & 6 Thinking Hats : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6306665559112/6306665559112.m3u8
[CDP (VOD)] CDP | Class-109 | Step Of Creativity By Torrance : https://d14v4v80cpjht7.cloudfront.net/convert/non_drm_hls/6306782217112/brightcove/6306782217112.m3u8
[CDP (VOD)] CDP | Class-110 | Bloom's Taxonomy : https://d14v4v80cpjht7.cloudfront.net/convert/non_drm_hls/6311042165112/brightcove/6311042165112.m3u8
[CDP (VOD)] CDP | Class-111 | Bloom's Taxonomy : https://d14v4v80cpjht7.cloudfront.net/convert/non_drm_hls/6311102666112/brightcove/6311102666112.m3u8
[CDP (VOD)] CDP | Class-112 | Bloom's Taxonomy : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6311297916112/6311297916112.m3u8
[CDP (VOD)] CDP | Class-113 | Life Skills : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6345812250112/6345812250112.m3u8
[CDP (VOD)] CDP | Class-114 | Life Skills : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6345812837112/6345812837112.m3u8
[CDP (VOD)] CDP | Class-115 | Life Skills : https://d14v4v80cpjht7.cloudfront.net/convert/non_drm_hls/6345812745112/brightcove/6345812745112.m3u8
[CDP (VOD)] CDP | Class-116 | Education Commission : https://d14v4v80cpjht7.cloudfront.net/convert/non_drm_hls/6312965481112/brightcove/6312965481112.m3u8
[CDP (VOD)] CDP | Class-117 | Education Commission : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/migration/brightcove/6312968680112/6312968680112.m3u8
[Maths] Maths | 3 Nov | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6909bf80b8163_Math_3_Nov_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Uday_Sir_11.00_am.pdf
[Maths] Maths | 4 Nov | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6909bc23bf7a9_Math_4_Nov_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Uday_Sir_11.00_am.pdf
[Maths] Maths | 30 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/69032b2de4747_Math_30_Oct_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Uday_Sir_11.00_am.pdf
[Maths] Maths | 29 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6901ec777ed64_Math_29_Oct_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Uday_Sir_11.00_am.pdf
[Maths] Maths | 10 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e8b3e3bd841_Math_10_Oct_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Uday_Sir_11.00_am.pdf
[Maths] Maths | 06 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e4f5031f970_Math_06_Oct_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Uday_Sir_11.00_am.pdf
[Maths] Maths | 7 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e4ef83a6c03_Math_07_Oct_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Uday_Sir_11.00_am.pdf
[Maths] Maths | 03 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68df8f53e7ce9_Math_03_Oct_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Uday_Sir_11.00_am.pdf
[Maths] Data Interpretation: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/679840b01c250_66b1ed958abb9Data_Interpretation_Scompressed.pdf
[Maths] Ages: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6718d0560c979_Ages.pdf
[Maths] Time, Speed & Distance: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66b1f1992e810_Time, Speed & Distance (s).pdf
[Maths] Time and Work: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66b1f1570eebd_Time and work (S).pdf
[Maths] Simple Interest: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66b1f0c9e1d08_Simple Interest (s).pdf
[Maths] Pipe and Cistern: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66b1f09a53f37_Pipe and Cistern  (S).pdf
[Maths] Percentage: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66b1f0696f36a_Percentage (S).pdf
[Maths] Mixuture and Alligation: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66b1f034288c8_Mixuture and alligation.pdf
[Maths] Miscellaneous & Partnership: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66b1effaba704_Miscellaneous & Partnership (S).pdf
[Maths] LCM and HCF: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66b1efcb06c23_LCM and HCH Student Copy.pdf
[Maths] Ratio and Proportion Sheet: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66b1eef29dc00_DSSSB Ratio and Proportion (S).pdf
[Maths] Profit & Loss Sheet: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66b1ee7086d9c_DSSSB Profit & Loss (S).pdf
[Maths] Numbers System and Simplification Sheet: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66b1ee1e8d8e1_DSSSB (Numbers system and simplification).pdf
[Maths] Data Interpretation: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66b1ed958abb9_Data Interpretation (S)_compressed.pdf
[Maths] Compound Interest: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66b1ec7fac6d5_Compound Interest (s).pdf
[Maths] Boat and Stream: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66b1ec56ac436_Boat and  Stream Student Copy.pdf
[Maths] 2D, 3D Area and Volume: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66b1ec10d5814_2D, 3D Area and Volume  Student Copy.pdf
[Maths] Average and Age: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/66b1ebd99a3fd_Average and age..pdf
[Maths] Speed, Time & Distance: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/666fd6d6a5ed7_SPEED, TIME & DISTANCE......pdf
[Maths] Mensuration: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/666fd6a449bc9_MANSURATION....pdf
[Maths] Boat and Stream: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/666fd6774eefc_BOAT AND STREAM .....pdf
[Maths] Average: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/666fd64a71f0f_AVERAGE.........pdf
[Maths] Time and Work: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/666fd6183708b_TIME AND WORK...pdf
[Maths] Pipe & Cistern: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/666fd5ebdf507_PIPE & CISTERN....pdf
[Maths] Mixture & Alligation: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/666fd5c24f49c_MIXTURE & ALLIGATION.......pdf
[Maths] Ratio & Proportion: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/666fd58403a06_RATIO & PROPORTION.pdf
[Maths] SI (75 Question): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/666fd53c1f573_SIMPLE INTEREST (75 QUESTION).....pdf
[Maths] CI (50 Question): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/666fd4fc1199c_COMPOUND INTEREST (50 QUESTION)...........pdf
[Maths] Discount (50 Question): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/666fd446b95db_DISCOUNT (50 QUESTION).pdf
[Maths] Profit and Loss (50 Question): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/666fd3fd07a89_PROFIT AND LOSS (50 QUESTION).pdf
[Maths] Percentage (50 Question): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/666fd3b6db028_PERCENTAGE (50 QUESTION).pdf
[Maths] Train: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1634960720-train.pdf
[Maths] Number System: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1634960720-Number.pdf
[Maths] Pipe and Cistern(पाइप और टंकी) : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1634703887-Pipe_and_Cistern(पाइप_और_टंकी)_(Student_file).pdf
[Maths] DI DSSSB  Previous Year Question : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1631090029-DI_DSSSB_PREVIOUS_YEAR_QUESTIONS_ALL_POST.pdf
[Maths] Mensuration DSSSB Question: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1631090029-MENSURATION_DSSSB_QUESTIONS_.pdf
[Maths] DI: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630043677-DI.pdf
[Maths] LCM HCF: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630043677-LCM_HCF.pdf
[Maths] Mensuration: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630043677-Mensuration.pdf
[Maths] Simplification: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630043677-Simplification.pdf
[Maths] Surds and Indices: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1630043677-Surds_and_Indices.pdf
[Maths] Boat and Stream: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1628758931-Boat_and_stream.pdf
[Maths] Speed Time and Distance: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624882636-Speed_time_and_distance.pdf
[Maths] Time and Work: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624882636-Time_and_work.pdf
[Maths] Average: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624882636-Average.pdf
[Maths] Ages: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624882056-Ages.pdf
[Maths] Mixture and Allegation: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624882056-Mixture_and_Allegation.pdf
[Maths] Ratio and Proportion: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624882056-Ratio_and_Proportion.pdf
[Maths] Compound Interest: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624882056-Compound_Interest.pdf
[Maths] Simple Interest: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624882056-Simple_Interest.pdf
[Maths] Profit and Loss: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624882056-Profit_and_Loss.pdf
[Maths] Percentage: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624882056-Percentage.pdf
[Maths] Maths | 29 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68da4578730db_Math_29_Sept_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Uday_Sir_11.00_am.pdf
[Maths] Maths | 26 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d6864e5efe4_Math_26_Sept_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Uday_Sir_11.00_am.pdf
[Maths] Maths | 24 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d399e6a2159_Math_24_Sept_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Uday_Sir_11.00_am.pdf
[Maths] Maths | 23 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d2665087286_Math_23_Sept_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Uday_Sir_11.00_am.pdf
[Maths] Maths | 22 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d0f7d55375a_Math_22_Sept_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Uday_Sir_11.00_am_1.pdf
[Maths] Maths | 18 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d0f7b4dd72f_11_am_uday_sir_18_sept.pdf
[Maths] Maths | 19 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cd04dd4f029_11_am_uday_sir_19_sept.pdf
[Maths] Maths | 17 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68cbe81684acd_Math_17_Sept_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Uday_Sir_11.00_am.pdf
[Maths] Maths | 16 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68c93be4b3fa6_Math_16_Sept_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Uday_Sir_11.00_am.pdf
[Maths] Maths | 15 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68c93bbb443ea_Math_15_Sept_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Uday_Sir_11.00_am.pdf
[English] Eng | 3 Nov | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/69099f73b2890_Eng_03_Nov_Class_PNG_EMRS_Tier1_NonTeaching_EMRS_Tier1_TGTPGT_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_by_Arun_Gautam_Sir_04.00_PM_compressed.pdf
[English] Eng | 30 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/69099ed043cad_Eng_30_Oct_Class_PNG_EMRS_Tier1_NonTeaching_EMRS_Tier1_TGTPGT_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_by_Arun_Gautam_Sir_04.00_PM_compressed.pdf
[English] Eng | 29 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6902ec2443754_Eng_29_Oct_Class_PNG_EMRS_Tier1_NonTeaching_TGTPGT_DSSSB_2025_PRT_B06_GP_B06_Arun_Gautam_Sir_04.00_PM.pdf
[English] Eng | 28 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6901afa01a794_dsssb_n_emrs_28_oct_4_pm_arun_sir_English_compressed.pdf
[English] Eng | 27 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/69009394c6895_dsssb_arun_sir_eng._4pm_27_oct.pdf
[English] Eng | 17 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68fb14c7e7273_Eng_17_Oct_EMRS_Tier_1_Non_Teaching_EMRS_Tier1_TGT_PGT_DSSSB_2025_PRT_B_06_DSSSB_2025_GP_B_06_Eng_Arun_Sir_4_pm_compressed.pdf
[English] Eng | 15 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68f0c04a68b3f_Eng_15_Oct_Class_PNG_EMRS_Tier1_NonTeaching_EMRS_Tier1_TGTPGT_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Arun_Sir4_pm_compressed.pdf
[English] Eng | 10 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ea346791e95_Eng_10_Oct_EMRS_Tier_1_Non_Teaching_EMRS_Tier1_TGT_PGT_DSSSB_2025_PRT_B_06_DSSSB_2025_GP_B_06_Eng_Arun_Sir_4_pm_compressed.pdf
[English] Eng | 06 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e4f584bec03_Eng_6_Oct_EMRS_Tier_1_Non_Teaching_EMRS_Tier1_TGT_PGT_DSSSB_2025_PRT_B_06_DSSSB_2025_GP_B_06_Eng_Arun_Sir_4_pm.pdf
[English] Eng | 6 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68e4f0f0e285e_Eng_6_Oct_EMRS_Tier_1_Non_Teaching_EMRS_Tier1_TGT_PGT_DSSSB_2025_PRT_B_06_DSSSB_2025_GP_B_06_Eng_Arun_Sir_4_pm.pdf
[English] Eng | 25 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d66c2a75bf6_Eng_25_Sept_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Arun_Sir_4pm_compressed.pdf
[English] Eng | 24 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d4fa8e319ee_Eng_24_Sept_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Arun_Sir_4pm_compressed.pdf
[English] Eng | 23 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d39af0ac7d1_Eng_23_Sept_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Arun_Sir_4pm.pdf
[English] Eng | 19 Sept | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68d106998d43c_Eng_19_Sept_Class_PNG_DSSSB_2025_PRT_B06_DSSSB_2025_GP_B06_Arun_Sir_4pm.pdf
[Reasoning] Reas | 31 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/69044dff69758_20251031075853464.pdf
[Reasoning] Reas | 30 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/69030d21b83da_Arun_Sir_Reas_09.300_AM_30Oct.pdf
[Reasoning] Reas | 28 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6900a81429049_Reas_3_PM_28_Oct.pdf
