[Intro] IIT JEE 2.0 | IIT JEE Big Announcement | Careerwill JEE : https://d14v4v80cpjht7.cloudfront.net/file_library/videos/vod_drm/4475375/1751873283_9895971845525287/1751873253362_723003298178464500_video_VOD.mpd?#keysV1=KlzKGUv2rWRFEmHYyxZihEi-4dhfARh32hMefKtDOxL-wqmeTIwbSkkG8cNKxRM_jvo_s5p49y5Az2Ko_wU0e_zQ-gmhsDrZIu3SuG3WfwFXUUl3Sx-23ggnU-wc_HHDJAdYaqXRwn_dUNjnTtPawiKciIIV-UhraHxal-_JyWIeGlaocI4OYUWiogdlTvfLFvTHTLZfJnyd-WFIKuLQy1gdkcKFD4uUUAK-vM967l53Bi0eBsaPeucS-5nK8etFp-RetXWuyj-v71oSifPXOMPcRMlTjD7xKm_HsP4Htqii7vThvGN1oQC4oU7tOTf4qQAzacZ_61aZ7Va2yz765Q7NIdMHUhpc_aRyikcEXzSCcvLw8Sx3yYVpXwZc0szf
[Maths] Quadratic Equations and Inequation | L-05 (Class Notes) | Range of Quadratic and Rational Functions: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6878f1d7301d0_PJ_Sir_Maths_11th_P1_P2_Quadratic_Equations_and_Inequation_Lecture05.pdf
[Maths] Sheet - 01 | Quadratic Equations and Inequation: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6877581c9d22d_Quadratic_EquationCareerwillFinalcompressed.pdf
[Maths] Quadratic Equations and Inequation | L-04 (Class Notes) | Common Roots: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6876501906363_PJ_Sir_Maths_11th_P1_P2_Quadratic_Equations_and_Inequation_Lecture04.pdf
[Maths] Quadratic Equations and Inequation | L-03 (Class Notes) | Newton's Quadratic Formula: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68725b40447ec_PJ_Sir_Maths_11th_P1_P2_Quadratic_Equations_and_Inequation_Lecture03.pdf
[Maths] Quadratic Equations and Inequation | L-02 (Class Notes) | Basic Illustrations: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/686fb70f2527e_PJ_Sir_Maths_11th_P1_P2_Quadratic_Equations_and_Inequation_Lecture02.pdf
[Maths] Quadratic Equations and Inequation | L-01 (Class Notes) | Different Graphs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/686d15fa59f49_PJ_Sir_Maths_11th_P1_P2_Quadratic_Equations_and_Inequation_Lecture01.pdf
[Maths] Basic Calculus | L-04 (Class Notes) | Elementary Graph Plotting: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68667ab5afdaf_PJ_Sir_Maths_11th_P1_P2_Basic_Calculus_Lecture04.pdf
[Maths] Basic Calculus | L-03 (Class Notes) | Graphs: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6863d9ba9f9e5_PJ_Sir_Maths_11th_P1_P2_Basic_Calculus_Lecture03.pdf
[Maths] Basic Calculus | L-02 (Class Notes) | Basics: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685fe56a5f856_PJ_Sir_Maths_11th_P1_P2_Basic_Calculus_Lecture02.pdf
[Maths] Basic Calculus | L-01 (Class Notes) | Introduction: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685d466ea2a72_685d42711d74bPJSirMaths11thP1P2BasicCalculusLecture01.pdf
[Maths] Exercise - 01 | Logarithm: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685d45d372e64_Logarithm_Question.pdf
[Maths] Sheet - 01 | Logarithm: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685aa3f232fb9_LogarithmXICareewill.pdf
[Maths] Logarithm | L-09 (Class Notes) | Characteristic and Mantissa: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685a9df50c147_PJ_Sir_Maths_11th_P1_P2_Logarithm_Lecture09.pdf
[Maths] Logarithm | L-08 (Class Notes) | Graphs of Exponential and Logarithm: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6856aa0c94213_PJ_Sir_Maths_11th_P1_P2_Logarithm_Lecture08.pdf
[Maths] Logarithm | L-07 (Class Notes) | Log Inequalities: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685408c0bc716_PJ_Sir_Maths_11th_P1_P2_Logarithm_Lecture07.pdf
[Maths] Logarithm | L-06 (Class Notes) | Log Inequalities: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685164ef2cd00_PJ_Sir_Maths_11th_P1_P2_Logarithm_Lecture06.pdf
[Maths] Logarithm | L-05 (Class Notes) | Logarithm Equation Involving Modulus: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/684d7012d1287_PJ_Sir_Maths_11th_P1_P2_Logarithm_Lecture05.pdf
[Maths] Logarithm | L-04 (Class Notes) | Logarithmic Equation: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/684ad0b46590c_PJ_Sir_Maths_11th_P1_P2_Logarithm_Lecture04.pdf
[Maths] Logarithm | L-03 (Class Notes) | Logarithm Equation: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68482a7021f98_20250610181814959.pdf
[Maths] Logarithm | L-02 (Class Notes) | Properties: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6841929380698_PJ_Sir_Maths_11th_P1_P2_Logarithm_Lecture02.pdf
[Maths] Logarithm | L-01 (Class Notes) | Basic Terms and Properties: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/683ef136ed3e0_PJ_Sir_Maths_11th_P1_P2_Logarithm_Lecture01.pdf
[Maths] Compound Angle | L-16 (Class Notes) | Series Summation of Inequality: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/683affb86253d_PJ_Sir_Maths_11th_Compound_Angles_Lecture16.pdf
[Maths] Compound Angles | L-15 (Class Notes) | Summation of Series: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68385e91df185_PJ_Sir_Maths_11th_Compound_Angles_Lecture15.pdf
[Maths] Compound Angles | L-14 (Class Notes) | Maximum Minimum Values: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6835ba1730478_PJ_Sir_Maths_11th_Compound_Angles_Lecture14.pdf
[Maths] Compound Angles | L-13 (Class Notes) | Range of Trigonometry Expression: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6831cb837ba86_PJ_Sir_Maths_11th_Compound_Angles_Lecture13.pdf
[Maths] Compound Angles | L-12 (Class Notes) | Conditional Identities: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/682f2952a6faf_PJ_Sir_Maths_11th_Compound_Angles_Lecture12.pdf
[Maths] Compound Angles | L-11 (Class Notes) | Sin 18 Degree and Cos 36 Degree: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/682c7f17b4da1_PJ_Sir_Maths_11th_Compound_Angles_Lecture11.pdf
[Maths] Compound Angles | L-10 (Class Notes) | Product Series of Cosine: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68288d7d46e64_PJ_Sir_Maths_11th_Compound_Angles_Lecture10.pdf
[Maths] Compound Angles | L-09 (Class Notes) | 3A Formula and Cosine Product: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6825e7d77a8dd_PJ_Sir_Maths_11th_Compound_Angles_Lecture09.pdf
[Maths] Sheet - 01 Compound Angles: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6825c4f14bdba_Compound_Angle_Sheet.pdf
[Maths] Compound Angle | L-08 (Class Notes) | Multiple and Sub Multiple Angle: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68234106e0fd7_PJ_Sir_Maths_11th_Compound_Angles_Lecture08.pdf
[Maths] Compound Angle | L-07 (Class Notes) | C - D Formula Practice: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/681f4cb774144_PJ_Sir_Maths_11th_Compound_Angles_Lecture07.pdf
[Maths] Compound Angle | L- 06 (Class Notes) | Product and Sum Formulas: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/681cacc644493_PJ_Sir_Maths_11th_Compound_Angles_Lecture06.pdf
[Maths] Compound Angle | L-05 (Class Notes) | Sum formula: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/681a0e1005960_PJ_Sir_Maths_11th_Compound_Angles_Lecture05.pdf
[Maths] Compound Angles | L-04 (Class Notes) | Reduction Formula: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68161277c0c77_PJ_Sir_Maths_11th_Compound_Angles_Lecture04.pdf
[Maths] Compound Angles | L-03 (Class Notes) | Compound Angles | L-03 | Reduction Formula: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/681475e02c70a_PJ_Sir_Maths_11th_Compound_Angles_Lecture03.pdf
[Maths] Compound Angles | L-02 (Class Notes) | Angle Convention and Reduction: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6811a916d2d78_PJ_Sir_Maths_11th_Lecture07.pdf
[Maths] Compound Angles | L-01 (Class Notes) | Identities: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/680d00f9bbeb2_PJ_Sir_Maths_11th_Lecture06.pdf
[Maths] Basic Maths and Inequalities | L-04 (Class Notes): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6808737a413d1_PJ_Sir_Maths_11th_Lecture04.pdf
[Maths] Basic Maths and Inequalities | L-03 (Class Notes) | Rational Inequalaities: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68063a22b21e5_PJ_Sir_Maths_11th_Lecture02_2.pdf
[Maths] Basic Maths and Inequalities | L-02 (Class Notes) | Set, Number System and Inequality: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68063adb9e1ec_PJ_Sir_Maths_11th_Lecture02_3.pdf
[Maths] Basic Maths and Inequalities | L-01 (Class Notes) | Identities: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6806367258f6b_Lecture01_PJ_Sir_Math_11th.pdf
[Organic Chemistry] IUPAC Revision | L-03 (Class Notes) | Part-3: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/686527dfb3971_MSC_Sir_OC_11th_IUPAC_Revison_Lecture03compressed.pdf
[Organic Chemistry] IUPAC Revison | L-02 (Class Notes) | Part-2: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68628458b5704_MSC_Sir_OC_11th_IUPAC_Revison_Lecture02compressed.pdf
[Organic Chemistry] IUPAC Revison | L-01 (Class Notes) | Part-1: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685e90cb1e735_MSC_Sir_OC_11th_IUPAC_Revison_Lecture01compressed.pdf
[Organic Chemistry] Structural Isomerism | L-04 (Class Notes) | Bicyclo: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685bea07cab1a_MSC_Sir_OC_11th_Stuctural_Isomerism_Lecture04.pdf
[Organic Chemistry] Structural Isomerism | L-03 (Class Notes) | How to Draw Isomers: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68594ba53fc02_MSC_Sir_OC_11th_Stuctural_Isomerism_Lecture03.pdf
[Organic Chemistry] Structural Isomerism | L-02 (Class Notes) | Functional Isomerism: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68555748b85ed_MSC_Sir_OC_11th_Stuctural_Isomerism_Lecture02.pdf
[Organic Chemistry] Structural Isomerism | L-01 (Class Notes) | Introduction: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6852b72ac0214_MSC_Sir_OC_11th_Stuctural_Isomerism_Lecture01compressed.pdf
[Organic Chemistry] IUPAC | L-22 (Class Notes) | Introductory Discussion: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685009a9df4ff_MSC_Sir_OC_11th_IUPAC_Lecture22.pdf
[Organic Chemistry] Sheet - 02 | GOC: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/684d685f1671f_Electronic_displacement_EffectsExerciseXIFinalcompressed.pdf
[Organic Chemistry] IUPAC | L-21 (Class Notes) | Test Paper: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6839aa7e7c8be_MSC_Sir_OC_11th_IUPAC_Lecture21.pdf
[Organic Chemistry] IUPAC | L-20 (Class Notes) | Aromatic Compound: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/683710dd2a319_MSC_Sir_OC_11th_IUPAC_Lecture20compressed.pdf
[Organic Chemistry] IUPAC | L- 19 (Class Notes) | Poly Function Group: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68346dff75a5d_MSC_Sir_OC_11th_IUPAC_Lecture19compressed.pdf
[Organic Chemistry] IUPAC | L-18 (Class Notes) | Poly Function Group: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/683074588b995_MSC_Sir_OC_11th_IUPAC_Lecture18compressed.pdf
[Organic Chemistry] IUPAC | L-17(Class Notes) | IUPAC of Amide: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/682dd08138a69_MSC_Sir_OC_11th_IUPAC_Lecture17compressed.pdf
[Organic Chemistry] IUPAC | L-16 (Class Notes) | IUPAC of OIC Acid, Ester Amide, Acide Halide: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/682b2d9cb241d_MSC_Sir_OC_11th_IUPAC_Lecture16compressed.pdf
[Organic Chemistry] IUPAC | L-15 (Class Notes) | IUPAC of Aldehyde,Ketone and Acid: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/682741e36e61e_MSC_Sir_OC_11th_IUPAC_Lecture15compressed.pdf
[Organic Chemistry] IUPAC | L - 14 (Class Notes) | IUPAC of Alcohol: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6824984072dad_MSC_Sir_OC_11th_IUPAC_Lecture14_111zon.pdf
[Organic Chemistry] IUPAC | L-13 (Class Notes) | IUPAC of Alkane: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6821f39fddfc7_MSC_Sir_OC_11th_IUPAC_Lecture13compressed.pdf
[Organic Chemistry] IUPAC | L-12 (Class Notes) | IUPAC of Alkane: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/681dfa2781914_MSC_Sir_OC_11th_IUPAC_Lecture12compressed.pdf
[Organic Chemistry] IUPAC | L-11 (Class Notes) | Complex Locant: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/681b5e322d5e1_MSC_Sir_OC_11th_IUPAC_Lecture11.pdf
[Organic Chemistry] IUPAC | L-10 (Class Notes) | Cyclic Alkane: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6818bbcf467ac_MSC_Sir_OC_11th_IUPAC_Lecture101.pdf
[Organic Chemistry] IUPAC | L-09 (Class Notes) | Nomenclature of Alkanes: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68157c7e7c0db_MSC_Sir_OC_11th_IUPAC_Lecture09compressed.pdf
[Organic Chemistry] IUPAC | L-08 (Class Notes) | IUPAC of Alkane: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6812fc3dcbc1d_MSC_Sir_OC_11th_IUPAC_Lecture08.pdf
[Organic Chemistry] IUPAC | L-06 (Class Notes) | Basic of IUPAC: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/680cabba9f1a7_MSC_Sir_OC_11th_Lecture06compressed.pdf
[Organic Chemistry] IUPAC | L-04 (Class Notes) | DBE: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68071e71388c6_MSC_Sir_OC_11th_Lecture04compressed.pdf
[Organic Chemistry] IUPAC | L-03 (Class Notes) | Degree of Carbon: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68076d9c6f65c_MSC_Sir_OC_11th_Lecture03compressed.pdf
[Organic Chemistry] Sheet - 01 (Solution) | GOC: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68063049d9d15_2Electronic_Displacement_Effect_Theory_NotesSolutions.pdf
[Organic Chemistry] Sheet - 03 | IUPAC: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6806306ec5366_1Electronic_Displacement_Effect_Theory_Notes.pdf
[Organic Chemistry] Sheet - 02 | IUPAC: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68063013c572e_01Common_Name.pdf
[Organic Chemistry] Sheet - 01 | IUPAC: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68062ff291708_02Aromatic_CompoundFinal.pdf
[Organic Chemistry] IUPAC | L-02 (Class Notes) | Sigma and Pi Bond: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/680627fb15ba4_Lecture02_11th_MSC_Sir.pdf
[Organic Chemistry] IUPAC | L-01 (Class Notes) | IUPAC Basic: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67fd149a0d9b1_lecture_01_11th_msc_sir.pdf
[Inorganic Chemistry] Chemical Bonding | L-05 (Class Notes) | Coordinate Bond: https://educp.crwilladmin.com/uploads/class-attachment/lclsys_VKJ_Sir_Sir_IOC_11th_Chemical_Bonding_Lecture05.pdf
[Inorganic Chemistry] Chemical Bonding | L-04 (Class Notes) | Covolent Bond: https://educp.crwilladmin.com/uploads/class-attachment/lclsys_VKJ_Sir_Sir_IOC_11th_Chemical_Bonding_Lecture04.pdf
[Inorganic Chemistry] Chemical Bonding | L-03 (Class Notes) | Fajan's Rule: https://educp.crwilladmin.com/uploads/class-attachment/lclsys_VKJ_Sir_Sir_IOC_11th_Chemical_Bonding_Lecture03.pdf
[Inorganic Chemistry] Chemical Bonding | L-02 (Class Notes) | Ionic Bond and Fajan's Rule: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68832ae7309d5_VKJ_Sir_Sir_IOC_11th_Chemical_Bonding_Lecture02.pdf
[Inorganic Chemistry] Chemical Bonding | L-01 (Class Notes) | Introduction: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/687f7289836bb_VKJ_Sir_Sir_IOC_11th_Chemical_Bonding_Lecture01.pdf
[Inorganic Chemistry] Periodic Table and Periodic Properties | L-15 (Class Notes) | Born Haber Cycle: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/687b7d768e843_VKJ_Sir_IOC_11th_P1_P2_Batch_Periodic_Table_and_Periodic_Properties_IOC_Lecture15.pdf
[Inorganic Chemistry] Periodic Table and Periodic Properties | L-14 (Class Notes) | Nature of Oxides: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6878dad00697b_VKJ_Sir_IOC_11th_P1_P2_Batch_Periodic_Table_and_Periodic_Properties_IOC_Lecture14.pdf
[Inorganic Chemistry] Periodic Table and Periodic Properties | L-13 (Class Notes) | Lattice Energy and Hydration Energy: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68763728ee247_VKJ_Sir_IOC_11th_P1_P2_Batch_Periodic_Table_and_Periodic_Properties_IOC_Lecture13.pdf
[Inorganic Chemistry] Periodic Table and Periodic Properties | L-12 (Class Notes) | Electronegativity: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6872415037db3_VKJ_Sir_IOC_11th_P1_P2_Batch_Periodic_Table_and_Periodic_Properties_IOC_Lecture12.pdf
[Inorganic Chemistry] Periodic Table and Periodic Properties | L-11 (Class Notes) | Electronegativity: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/686f9e8f2c3c6_VKJ_Sir_IOC_11th_P1_P2_Batch_Periodic_Table_and_Periodic_Properties_IOC_Lecture11.pdf
[Inorganic Chemistry] Periodic Table and Periodic Properties | L-10 (Class Notes) | Electron Affinity: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/686cfc58581a9_VKJ_Sir_IOC_11th_P1_P2_Batch_Periodic_Table_and_Periodic_Properties_IOC_Lecture10.pdf
[Inorganic Chemistry] Periodic Table and Periodic Properties | L-09 (Class Notes) | Electron Affinity: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68691f9a9f904_VKJ_Sir_IOC_11th_P1_P2_Batch_Periodic_Table_and_Periodic_Properties_IOC_Lecture09.pdf
[Inorganic Chemistry] Periodic Table and Periodic Properties | L-08 (Class Notes) | Ionisation Energy: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/686664c2895b9_VKJ_Sir_IOC_11th_P1_P2_Batch_Periodic_Table_and_Periodic_Properties_IOC_Lecture08.pdf
[Inorganic Chemistry] Periodic Table and Periodic Properties | L-07 (Class Notes) | Periodic Trend of Atomic Size: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6863c14ac4ed3_VKJ_Sir_IOC_11th_P1_P2_Batch_Periodic_Table_and_Periodic_Properties_IOC_Lecture07.pdf
[Inorganic Chemistry] Periodic Table and Periodic Properties | L-06 (Class Notes) | Slater's Rule: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685fcdce39382_VKJ_Sir_IOC_11th_P1_P2_Batch_Periodic_Table_and_Periodic_Properties_IOC_Lecture06.pdf
[Inorganic Chemistry] Periodic Table and Periodic Properties | L-05 (Class Notes) | Periodic Properties of Elements: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685d29d134618_VKJ_Sir_IOC_11th_P1_P2_Batch_Periodic_Table_and_Periodic_Properties_IOC_Lecture05.pdf
[Inorganic Chemistry] Periodic Table and Periodic Properties | L-04 (Class Notes) | Modern Periodic Table: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685a86d104847_VKJ_Sir_IOC_11th_P1_P2_Batch_Periodic_Table_and_Periodic_Properties_IOC_Lecture04.pdf
[Inorganic Chemistry] Periodic Table and Periodic Properties | L-03 (Class Notes) | Modern Periodic Table: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685692bb78532_VKJ_Sir_IOC_11th_P1_P2_Batch_Periodic_Table_and_Periodic_Properties_IOC_Lecture03.pdf
[Inorganic Chemistry] Periodic Table and Periodic Properties | L-02 (Class Notes) | Mendeleev's Periodic Table (MPT): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6853efedc8a6f_VKJ_Sir_IOC_11th_P1_P2_Batch_Periodic_Table_and_Periodic_Properties_IOC_Lecture02.pdf
[Inorganic Chemistry] Periodic Table and Periodic Properties | L-01 (Class Notes) | Introduction: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/685153b73e0a9_VKJ_Sir_IOC_11th_P1_P2_Batch_Periodic_Table_and_Periodic_Properties_Lecture01.pdf
[Inorganic Chemistry] Quantum Number and Electronic Configuration of Elements | L-06 (Class NOtes) | Electronic Configuration of Lanthanides and Actinides: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/684d590614eb6_VKJ_Sir_IOC_11th_P1_P2_Batch_Quantum_Number_Lecture06.pdf
[Inorganic Chemistry] Quantum Number and Electronic Configuration of Elements | L-05 (Class Notes) | Shape of Orbitals: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/684ab6a3172aa_20250612163530991.pdf
[Inorganic Chemistry] Quantum Number and Electronic Configuration of Elements | L-04 (Class Notes) | Full Feild and Half Feild Rule: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6848133eae1d0_20250610163309129.pdf
[Inorganic Chemistry] Sheet - 01 I Quantum Number and Electronic Configuration of Elements: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68481d7bbc94d_6843dc1bcb6acsheet1.pdf
[Inorganic Chemistry] Quantum Number and Electronic Configuration of Elements | L-03 (Class Notes) | Electronic Configuration of Elements: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68417eebdbe60_VKJ_Sir_IOC_11th_P1_P2_Batch_Quantum_Number_Lecture03.pdf
