( Video - Intro - LIVE ) DSSSB 2025 (GP) | New Batch Introduction | By Uday Sir | Careerwill App: https://www.youtube.com/embed/lpzFg-65eRE
( Video - Intro - LIVE ) DSSSB TGT SPECIAL BATCH INTRODUCTION BY UDAY SIR | CAREERWILL APP: https://www.youtube.com/embed/vUN2PvPTGSE
( Notes - Reasoning - LIVE ) Reas | 15 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68ef756a53f2d_Arun_Sir_Reas_09.30_AM_15Oct_..pdf
( Notes - Reasoning - LIVE ) Reas | 16 Oct | Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/68f0d81186823_Reas_3_PM_16_Oct_removed_compressed.pdf
( Notes - Hindi - LIVE ) वर्णमाला: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1609254514-27_varnmala.pdf
( Notes - Hindi - LIVE ) संधि विच्छेद: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624456127-सन्धि_.pdf
( Notes - Hindi - LIVE ) उपसर्ग और प्रत्यय : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1609254223-1594474987_UpsargAurPratyayPDF.pdf
( Notes - Hindi - LIVE ) उपसर्ग , प्रत्यय और काल : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1609254183-1597142886_UpsargAurPratyayAurKaalPDF.pdf
( Notes - Hindi - LIVE ) तत्सम एवं तद्भव, देशज, विदेशज: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1608049743-Student_copy_Tatsam_by_Arun_Sir_Hindi.pdf
( Notes - Hindi - LIVE ) विदेशी शब्द: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1608050001-3-Hindi_Sahitya.pdf
( Notes - Hindi - LIVE ) संज्ञा और सर्वनाम : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1609253514-4_SangyaAurSarvnam.pdf
( Notes - Hindi - LIVE ) विशेषण और विशेष्य: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1619510724.pdf
( Notes - Hindi - LIVE ) क्रियाएं: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1619510779.pdf
( Notes - Hindi - LIVE ) क्रिया विशेषण : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1609253628-13___KriyaAurVisheshan.pdf
( Notes - Hindi - LIVE ) अव्यय : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1609253567-7__AvyayaPDFNEWFORMET.pdf
( Notes - Hindi - LIVE ) निपात ,अव्यय ( अविकारी शब्द ) : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1609253712-14____avayeornipatnew.pdf
( Notes - Hindi - LIVE ) विलोम शब्द: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1608047741-Hindi-Mock-Tests_(2).pdf
( Notes - Hindi - LIVE ) विलोम शब्द 100 Questions: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1619062734.pdf
( Notes - Hindi - LIVE ) पर्यायवाची शब्द: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1608047681-Hindi-Mock-Tests_OK.pdf
( Notes - Hindi - LIVE ) पर्यायवाची 100 Questions: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1619062699.pdf
( Notes - Hindi - LIVE ) समानार्थक_शब्द_: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1624456682-समानार्थक_शब्द_.pdf
( Notes - Hindi - LIVE ) अनेकार्थी: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1619062670.pdf
( Notes - Hindi - LIVE ) श्रुति सम भिन्नार्थक एवं वाक्यांश के लिए एक शब्द: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1619062751.pdf
( Notes - Hindi - LIVE ) वाक्य के भेद : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1609254337-1597122501_VakyaPDF.pdf
( Notes - Hindi - LIVE ) वाच्य : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1609254004-21___HINDIBYARUNSIRPDF.pdf
( Notes - Hindi - LIVE ) विराम चिन्ह: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1609254033-25__GADYANSHAURPADYANSHNEWFORMET.pdf
( Notes - Hindi - LIVE ) हिंदी पेडागोजी, गद्यांश और पद्यांश।: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1609253854-16__CTETQUESTION.pdf
( Notes - Hindi - LIVE ) लिंग वचन : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1609253881-18__HINDIPDF.pdf
( Notes - Hindi - LIVE ) मुहावरे: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1613548545.pdf
( Notes - Hindi - LIVE ) रस अलंकार छंद : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1609254835-28_ras_channd.pdf
( Notes - Hindi - LIVE ) कारक और रस : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1609253762-15___KARAKNEWFORMET1.pdf
( Notes - Hindi - LIVE ) हिंदी व अन्य भारतीय भाषायें: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1608048954-Hindi_wa_Anya_Bharatiya_Bhashaye_Class_Copy.pdf
( Notes - Hindi - LIVE ) प्रसिद्ध कवि लेखक एवं उनकी प्रसिद्ध रचनाएं: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1608049114-Prashidh,_Kavi_Lekhak_Awam_Unaki_Prashidh_Rachanaye_Student_copy.pdf
( Notes - Hindi - LIVE ) हिंदी भाषा में प्रतिष्ठिता सम्मान और पुरस्कार: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1608049251-Hindi_Bhasha_me_Pratishthit_Samman_or_Puraskar_Student.pdf
( Notes - Hindi - LIVE )  ज्ञानपीठ पुरस्कार व व्यास सम्मान : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1608048806-5-Hindi_Sahitya.pdf
( Notes - Hindi - LIVE ) प्रशासनिक शब्दावली: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1608049441-PRASASNIK_SABDAWALI_student_copy.pdf
( Notes - Hindi - LIVE )  हिंदी साहित्य अकादमी पुरस्कार: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1608048741-6-_Hindi_Sahitya.pdf
( Notes - Hindi - LIVE ) भाषा परिवार बोली तथा उपबोली: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1608048643-2-Hindi_Sahitya.pdf
( Notes - Hindi - LIVE )   भारत भारती पुरूस्कार: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1614327380-Arun_Sir_(Hindi)_Hindi_ke_prasidh_puraskar.pdf
( Notes - Hindi - LIVE ) हिन्दी प्रचारक संस्थाएँ 1 Ques .: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1614327400-Arun_Sir_(Hindi)_pracharak_sansthanthy.pdf
( Notes - Hindi - LIVE ) छंद: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1614592975-CHHAND_(new_formet).pdf
( Notes - Hindi - LIVE ) हिंदी भाषा का विकास: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1608047653-HINDI_BHASHA_KA_VIKAS.pdf
( Notes - Hindi - LIVE ) हिंदी साहित्य में प्रथम स्थान: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1608048009-11-_Hindi_Sahitya.pdf
( Notes - Hindi - LIVE ) महत्त्वपूर्ण लेखकों का जन्म एवं मृत्यु: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1608048160-10-_Hindi_Sahitya.pdf
( Notes - Hindi - LIVE ) आदिकाल अति महत्त्वपूर्ण तथ्य: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1608048256-1-Adikal.pdf
( Notes - Hindi - LIVE ) द्विवेदी युग कवि एवं काव्य: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1608048550-2-Divedi_kal.pdf
( Notes - Hindi - LIVE ) वाक्य शुद्धिया तथा मुहावरे: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1613492961.pdf
( Notes - Hindi - LIVE ) हिन्दी साहित्य (कवि / लेखक तथा उनकी रचनाएँ): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1613548467.pdf
( Notes - Hindi - LIVE ) रिक्त स्थानों की पूर्ति: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1619510529.pdf
( Notes - Hindi - LIVE ) संज्ञा - 100 : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1619510625.pdf
( Notes - Hindi - LIVE ) सर्वनाम (हिंदी) - 100 : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1619510672.pdf
( Notes - Hindi - LIVE ) समास : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1609254266-1598246397_-Mock.pdf
( Notes - Hindi - LIVE ) हिंदी शिक्षण शास्त्र उत्तर कुन्जी : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1609253854-17_1.pdf
( Notes - Hindi - LIVE ) हिंदी गद्य का विकास - 1: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1626692251-हिंदी_गद्य_का_विकास_-_1.pdf
( Notes - Hindi - LIVE ) हिंदी गद्य का विकास - 2: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1626692251-हिंदी_गद्य_का_विकास_-_2.pdf
( Notes - Hindi - LIVE ) हिंदी गद्य का विकास - 3: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1626692251-हिंदी_गद्य_का_विकास_-_3.pdf
( Notes - Hindi - LIVE ) हिंदी गद्य का विकास - 4: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1626692251-हिंदी_गद्य_का_विकास_-_4.pdf
( Notes - Hindi - LIVE ) हिंदी गद्य का विकास - 5: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1626692251-हिंदी_गद्य_का_विकास_-_5.pdf
( Notes - Hindi - LIVE ) Hindi Pedagogy - शिक्षाशास्त्र - 2: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1626692339-Hindi_Pedagogy_-_शिक्षाशास्त्र_-_2.pdf
( Notes - Hindi - LIVE ) Previous Year Question Papers -  1: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1626692339-Previous_Year_Question_Papers_-_1.pdf
( Notes - Hindi - LIVE ) गद्यांश और पद्यांश - 1: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1626692251-गद्यांश_और_पद्यांश_-_1.pdf
( Notes - Hindi - LIVE ) गद्यांश और पद्यांश - 3: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1626692251-गद्यांश_और_पद्यांश_-_3.pdf
( Notes - Hindi - LIVE ) गद्यांश और पद्यांश - 2: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1626692251-गद्यांश_और_पद्यांश_-_2.pdf
( Notes - Hindi - LIVE ) Previous Year Question Papers -  2: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1626692339-Previous_Year_Question_Papers_-_2.pdf
( Notes - Hindi - LIVE ) Previous Year Question Papers -  3: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1626692339-Previous_Year_Question_Papers_-_3.pdf
( Notes - Hindi - LIVE ) रचना व रचनाकार (100 Question): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1649757777-रचना_व_रचनाकार_(100_Question)_compressed.pdf
( Notes - Hindi - LIVE ) रस (100 Question): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1649757777-रस_(100_Question)_compressed.pdf
( Notes - Hindi - LIVE ) रिक्त स्थानों की पूर्ति (100 Question): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1649757777-रिक्त_स्थानों_की_पूर्ति_(100_Question)_compressed.pdf
( Notes - Hindi - LIVE ) अनेक शब्द के लिए एक शब्द: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1649757777-अनेक_शब्द_के_लिए_एक_शब्द_compressed.pdf
( Notes - Hindi - LIVE ) अशुद्धियां: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1649757777-अशुद्धियां_compressed.pdf
( Notes - Hindi - LIVE ) लिंग और वचन: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1649757777-HINDI_(new_formet)_pdf_compressed.pdf
( Notes - Hindi - LIVE ) भाषा बोली और उपबोली: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1649759810-Bhasha_Boli_Aur_Upboli_compressed.pdf
( Notes - Hindi - LIVE ) Practice - (21-30): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1649759810-21-30_que__compressed.pdf
( Notes - Hindi - LIVE ) Hindi Notes PDF: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1625658808-1608049519-HINDI_NOTES_PDF.pdf
( Notes - Hindi - LIVE ) Practice - (1-35): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1649759810-1-35_que__compressed.pdf
( Notes - Hindi - LIVE )  अव्यय और निपात : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1649759810-1-10_que__(2)_compressed.pdf
( Notes - Hindi - LIVE ) अलंकार  : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1649759810-1-10_que__(3)_compressed.pdf
( Notes - Hindi - LIVE )  कारक और रस : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1649759810-KARAK_(new_formet)_compressed.pdf
( Notes - Hindi - LIVE ) श्रुत - सम भिन्नार्थक शब्द आदि  : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1649760099-शब्द_के_भेद_compressed.pdf
( Notes - Hindi - LIVE ) लोकोक्ति : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1649760099-लोकोक्ति_UPSI_Digital_compressed.pdf
( Notes - Hindi - LIVE )  मुहावरा : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1649760099-मुहावरा_(2)_compressed.pdf
( Notes - Hindi - LIVE ) समानार्थक शब्द (Digital): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1649760567-समानार्थक_शब्द_(Digital)_compressed.pdf
( Notes - Hindi - LIVE ) Class Notes : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1609254799-FullClassNotes.pdf
( Notes - Hindi - LIVE ) सम्पूर्ण नोट्स : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1613492894.pdf
( Notes - Hindi - LIVE ) पत्र लेखन,  प्राथना पत्र  (हिन्दी मुख्य परीक्षा) : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1654245785-1__HINDI_Student_File.pdf
( Notes - Hindi - LIVE ) संक्षेपण: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1654245785-1__SANCHEPAR_BHAG-3_Student_File.pdf
( Notes - Hindi - LIVE ) वृत्ति (Digital): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1654512794-वृत्ति_(Digital).pdf
( Notes - Hindi - LIVE ) Kavya Shastra: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1668576085-Kavya_Shastra_(HINDI)_(Digital.pdf
( Notes - Hindi - LIVE ) वर्तनी, वाक्य एवं वाक्य-शुद्धीकरण : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1668576085-वर्तनी,_वाक्य_एवं_वाक्य-शुद्धीकरण_(HINDI)_(Digital_pdf.pdf
( Notes - Hindi - LIVE ) पत्र-पत्रिका एवं पुरस्कार : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1668576085-पत्र-पत्रिका_एवं_पुरस्कार_(HINDI)_(Digital.pdf
( Notes - Hindi - LIVE ) हिंदी (रस): https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1668576085-हिंदी_(रस).pdf
( Notes - Hindi - LIVE ) Vartani: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1668576085-(Digital)_Vartani.pdf
( Notes - Hindi - LIVE ) हिन्दी साहित्य भाग-1: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1668576085-हिन्दी_साहित्य_भाग-1_(Digital.pdf
( Notes - Hindi - LIVE ) Vilom Shabdh: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1668576085-(Digital)_Vilom_shabdh.pdf
( Notes - Hindi - LIVE ) अनेकार्थी शब्द: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1668576085-अनेकार्थी_शब्द_(Digital.pdf
( Notes - Hindi - LIVE ) Paryayvachi Shabd: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1668576085-Paryayvachi_Shabd.pdf
( Notes - Hindi - LIVE ) हिंदी पर्यायवाची शब्द: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1668683457-हिंदी_पर्यायवाची_शब्द_compressed.pdf
( Notes - Hindi - LIVE ) हिंदी साहित्य : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1669030908-हिंदी_साहित्य_Digital.pdf
( Notes - Hindi - LIVE ) हिंदी शिक्षण एवं शिक्षाशास्त्र : https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1669030908-हिंदी_शिक्षण_एवं_शिक्षाशास्त्र_Digital.pdf
( Notes - Hindi - LIVE ) हिन्दी साहित्य एवं पुरस्कार: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1669030908-हिन्दी_साहित्य_एवं_पुरस्कार.pdf
( Notes - Hindi - LIVE ) हिंदी शिक्षण एवं शिक्षाशास्त्र Digital: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1677494559.pdf
( Notes - Hindi - LIVE ) Kavya Shastra (Hindi) Digital: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1677494587.pdf
( Notes - Hindi - LIVE ) पत्रकारिता और पत्रलेखन: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1677494630.pdf
( Notes - Hindi - LIVE ) Abhivyakati and Patrakarita: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/1677494660.pdf
( Notes - Hindi - LIVE ) वर्तनी: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/645c7acf85dc9_वर्तनी digital board.pdf
( Notes - Hindi - LIVE ) (Digital) Vartani: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/645c7b4a45bc1_(Digital) Vartani.pdf
( Notes - Hindi - LIVE ) Viram Chinah: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/645c829e18f15_Viram Chinah.pdf
( Notes - Hindi - LIVE ) Tatsam and Tadbhav: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/645c82ccf4219_Tatsam and Tadbhav -1.pdf
( Notes - Hindi - LIVE ) Aapthit Gadyansh Digital Board: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/645c8303e06a3_Aapthit Gadyansh Digital Board.pdf
( Notes - Hindi - LIVE ) Kavyansh: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/645c838295807_Kavyansh.pdf
( Notes - Hindi - LIVE ) Hindi Bhasha Aur Uska Vikas Digital: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/645c845f3825d_Hindi Bhasha Aur Uska Vikas Digital.pdf
( Notes - Hindi - LIVE ) 1 to 100 Sankhyavachak Shabd Digital: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/645c848a24cbf_1 to 100 Sankhyavachak Shabd Digital.pdf
( Notes - Hindi - LIVE ) Deshi, Vedshi, Aur Sankar Shabd Digital: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/645c84b10db5a_Deshi, Vedshi, Aur Sankar Shabd Digital.pdf
( Notes - Hindi - LIVE ) (Digital) Vilom shabdh: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/645c84efdd7d9_(Digital) Vilom shabdh.pdf
( Notes - Hindi - LIVE ) (Digital) वर्तनी: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/645c86010b3cd_(Digital) वर्तनी.pdf
( Notes - Hindi - LIVE ) Aapthit Kavyansh: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/645c86e34be23_Aapthit Kavyansh Digital Board_compressed.pdf
( Notes - Hindi - LIVE ) मुहावरे एवं लोकोक्ति: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/645c8726a10d6_मुहावरे एवं लोकोक्ति_compressed.pdf
( Notes - Hindi - LIVE ) अनेकार्थी शब्द: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/65423831544a1_अनेकार्थी शब्द.pdf
( Notes - Hindi - LIVE ) हिंदी पर्यायवाची शब्द: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6542392f76719_हिंदी पर्यायवाची शब्द.pdf
( Notes - Hindi - LIVE ) वर्तनी: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/6542398206854_(Digital) Vartani.pdf
( Notes - Hindi - LIVE ) मुहावरे एवं लोकोक्ति: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/65423bbb931e0_मुहावरे एवं लोकोक्ति_compressed.pdf
( Notes - Hindi - LIVE ) पर्यायवाची शब्द: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/65423c840e037_Paryayvachi Shabd (1).pdf
( Notes - Hindi - LIVE ) विलोम शब्द: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/65423d074dcbd_(Digital) Vilom shabdh.pdf
( Notes - Hindi - LIVE ) अपठित गद्यांश: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/65423e1d76e35_Aapthit Gadyansh Digital Board.pdf
( Notes - Hindi - LIVE ) सामान्य हिंदी: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/65423e8dbdf2a_Samanya Hindi 24-11-2022.pdf
( Notes - Hindi - LIVE ) Hindi | 1-4 Class PNG: https://cwmediabkt99.crwilladmin.com/92013a99927c4842b0a70fbd6f064a95:crwilladmin/class-attachment/67b598dbe41d2_upsi_class_14_done.pdf
